datetime,temp,dew,humidity,precip,windspeed,windspeedmean,sealevelpressure,cloudcover,solarradiation
2024-03-26,49.3,44.8,84.8,0.119,16.5,7.6,989,91.8,0
2024-03-27,47.4,40,76.7,0.005,15.9,10.6,986.8,91.4,0
2024-03-28,48.3,38.9,70.7,0.229,25.3,17.1,987.2,87.7,0
2024-03-29,51.2,44.4,78.3,0.244,15,9.5,993.1,91.7,0
2024-03-30,47.1,43.2,86.8,0.536,9.5,6.1,996.3,94.9,0
2024-03-31,51,45.3,81.6,0.111,13.8,7.7,992.9,76,34.5
2024-04-01,49.9,43.7,79.8,0.025,16.1,9,998.3,90,62.5
2024-04-02,50.9,44.5,79.2,0.012,18.7,12,1008.9,87.2,43.4
2024-04-03,55.5,48.9,79.7,0.308,15.7,10.3,1007.5,91.4,84.8
2024-04-04,58.3,51.3,78.7,0.764,18.7,12.9,1010.7,95,44.5
2024-04-05,60,53.1,78.2,0.015,13.9,8.4,1011.1,91.5,45.4
2024-04-06,64.1,48,58.3,0.001,15.8,9.2,1009.6,90.1,71.3
2024-04-07,61.2,50.8,68.8,0.024,10,6.7,1014.5,93.5,37
2024-04-08,60.2,52.7,78.5,0.119,11.7,6.9,1007.5,80.6,74.4
2024-04-09,50.9,40,66.4,0.049,15.8,11.2,1015.6,83.4,64.4
2024-04-10,52,39.1,63.8,0.001,8,5.5,1029.7,39.9,77.3
2024-04-11,58.5,50,73.5,0.001,7.2,4.7,1032.8,91.9,58.8
2024-04-12,62.5,52.8,73.5,0.007,6,4.5,1032.4,66.6,97.8
2024-04-13,66.7,54,66.5,0,11,6.2,1026.3,70.1,99.7
2024-04-14,60.4,48.9,66.7,0,11.7,6.1,1023.3,71.6,78.9
2024-04-15,51.9,41.3,67.7,0.098,18.2,10.9,1015.6,83.3,46.3
2024-04-16,48.7,39.7,71.3,0.062,14.9,11.2,1013.8,81.8,47.1
2024-04-17,47.1,37.5,69.9,0.051,16.8,8.1,1015.6,72.4,106
2024-04-18,46.8,35.5,67.3,0.044,9.6,5.5,1020.7,79.7,75.6
2024-04-19,49.7,42.5,76.4,0.125,12.5,8.8,1019.5,96.8,34.1
2024-04-20,45.9,35.5,67.5,0.001,13.4,9.5,1024.9,68.4,67.2
2024-04-21,46,33.9,63.5,0.001,18.3,10.3,1025.3,63.3,73.2
2024-04-22,45.4,33.6,65.1,0.012,12.5,8.9,1025,64,86.7
2024-04-23,45.8,29.9,56.5,0,10.8,7.6,1021.2,57,94.3
2024-04-24,46.8,35.3,65.4,0,13.1,9.2,1015.8,94.2,52.1
2024-04-25,48.6,33,56.7,0,7.6,4.7,1008.7,83.8,73.3
2024-04-26,52.6,40.3,64.3,0.001,9.1,5.8,1003.7,85,64.2
2024-04-27,54.1,50.2,87.2,0.253,11.2,6.6,1002.2,94.8,61.4
2024-04-28,54.4,45.6,74.4,0.051,13.9,9.9,1008.7,87.7,74.8
2024-04-29,56.2,45.8,70.3,0,8.6,5.6,1018.2,71.2,63.2
2024-04-30,58.8,52.2,79.3,0.023,13,7.7,1014.1,96.5,59
2024-05-01,60.4,54.2,81.2,0.127,12.7,6.3,1005.8,86.7,67.4
2024-05-02,52.9,49.3,87.5,0.531,12.7,8,1004.6,99,34.2
2024-05-03,54.7,44.7,70.3,0.001,12.1,8.3,1013.3,75.2,101.4
2024-05-04,51.1,45.5,81.9,0.027,7.3,4.7,1012.3,85.4,70.2
2024-05-05,56,51.6,85.7,0.046,9.4,4.8,1009.7,97,52.9
2024-05-06,57.6,48.8,74.8,0.079,10.9,6.8,1008.4,89.6,100.4
2024-05-07,58,49.5,75,0.007,13.3,6.9,1018,61.6,102.3
2024-05-08,53.9,46.4,75.8,0,10.3,8,1027.4,74,52
2024-05-09,57.9,48.1,72.5,0,7.9,6.1,1026.1,57.7,124.5
2024-05-10,65.5,48.9,57.6,0,9.8,7,1021.6,58.7,120.3
2024-05-11,68.6,51.6,56.7,0,8.5,5.8,1017.9,49.1,107.8
2024-05-12,67.3,55.2,66.6,0.021,9.6,4.2,1013.6,79.3,54.6
2024-05-13,65,55.8,73.5,0,10.3,7.5,1010.2,86,114.8
2024-05-14,59.7,56,88,0.405,8.1,5.9,1004,97.2,45.4
2024-05-15,60.8,51.6,73.8,0.044,8.1,5.5,1005.7,83.6,115.8
2024-05-16,60.4,49,68.2,0.018,9.2,6.2,1006.2,83.2,121
2024-05-17,59.8,48.9,68.4,0.002,9,4.1,1009.9,90.4,106.6
2024-05-18,61.2,51.9,72.6,0.058,8.1,4.8,1012.2,89.1,35
2024-05-19,61.8,53.5,75.5,0.091,6.6,4.1,1012.7,90.3,125.2
2024-05-20,61.6,53.2,75.6,0.121,9.3,5.6,1010.5,61.9,46.5
2024-05-21,60.9,55.5,83.3,0.379,8.8,5.2,1007.9,91.6,77.8
2024-05-22,60.8,51.7,73.1,0.059,13.7,7.3,1011.7,83.9,78.7
2024-05-23,60.3,51.1,72.6,0.007,11.6,4.6,1016.2,86.5,61
2024-05-24,60.8,51.3,72,0,9.6,6.2,1018.3,89.6,110
2024-05-25,62.5,50.6,66.8,0.001,7.3,5.1,1017.8,60.9,116.1
2024-05-26,65.1,52.2,64.1,0.001,12.4,7.9,1014.8,87.3,61.5
2024-05-27,59.4,48.2,66.7,0.018,10.8,5.1,1018.7,88.6,78.9
2024-05-28,56.6,52.7,86.8,0.084,9.7,6.8,1019.2,83.4,58.4
2024-05-29,59.6,57.1,91.2,0.628,9.9,7.6,1013.2,99.2,50.5
2024-05-30,57.6,52.2,82.5,0.249,13.3,7.4,1010.4,95.6,70.4
2024-05-31,56.5,52.1,85.3,0.064,11.6,8.6,1015.1,95.6,65.8
2024-06-01,55.9,52.9,89.8,0.16,13.4,10.1,1020.6,99.8,23.5
2024-06-02,57.6,50.9,78.9,0.001,13.3,10.5,1023.8,92.4,73.6
2024-06-03,60.6,50,69.6,0,7.9,5.9,1021.5,62.2,95
2024-06-04,66.6,54.7,67.2,0,12,5.8,1014.7,89.6,71.5
2024-06-05,64.1,51.4,64,0,9.7,7.3,1014.5,79.2,102.3
2024-06-06,61,46.4,60.1,0,10.1,5.5,1017.9,62.9,116.3
2024-06-07,61.9,44.1,53.6,0,7.2,4.5,1019.9,18.9,122.1
2024-06-08,62.6,47.9,59.6,0,11.6,6.4,1014.7,39.7,110.4
2024-06-09,61.5,46.4,60.4,0,10.3,7.5,1012.6,30.5,117
2024-06-10,57.8,45.8,64.9,0.048,15.3,9.1,1012.3,56.3,86.9
2024-06-11,56.4,43.8,63.5,0,10,5,1017.9,55.1,71.9
2024-06-12,57.1,44,62.8,0.001,6.1,4.4,1020.9,56,91
2024-06-13,61.4,44.9,56.3,0,11,6.4,1017.1,81.2,87.6
2024-06-14,62.3,52.6,72.2,0.054,14.8,9.8,1007.6,93.1,107
2024-06-15,58.8,48.4,69.1,0.014,15.3,11.8,1007.7,82,57.5
2024-06-16,59.8,54,81.8,0.215,13.8,8.9,1007.9,94.9,65
2024-06-17,65.8,57.8,77.1,0.02,9.9,5.4,1011.6,92.8,120.7
2024-06-18,67,61.9,84.5,0.275,10.9,5.3,1011.9,93.6,65.8
2024-06-19,65.2,58,78.2,0.002,12.4,9.1,1016.1,96.6,76.1
2024-06-20,66.3,58.3,75.7,0.007,9.7,6.3,1016.6,95.2,59.3
2024-06-21,66.9,58.4,75.7,0.109,8.3,4.6,1014.7,88.3,101.5
2024-06-22,63.6,54.2,73,0.082,12.2,8,1015.6,84.9,98.2
2024-06-23,65.8,50.9,60.3,0,6.2,3.8,1020.2,43.2,128.5
2024-06-24,71.9,56.4,60.2,0,8.9,5.6,1018.5,26.4,102
2024-06-25,76,58.5,56.7,0,7.4,6.2,1013.3,28.7,159.9
2024-06-26,77.6,61.1,58.4,0.001,8.5,5.1,1010.5,42.3,105.6
2024-06-27,77.1,62,60.7,0,12.3,6.7,1010.6,74.7,130.3
2024-06-28,67,51.1,58.3,0,10.6,5.9,1017.5,66,143.3
2024-06-29,66.2,52.7,62.1,0.004,15,9.2,1013,92.1,73.1
2024-06-30,66.9,56,69.2,0.031,10.4,7.1,1012.4,93.8,76
2024-07-01,64.7,52.8,66.4,0.006,10.2,7.4,1017.9,88.1,87.8
2024-07-02,63.2,53.1,69.9,0.177,11,6.7,1018.2,96.8,90.2
2024-07-03,62.4,51.1,67.9,0,12.1,6.7,1013.3,96.7,76.4
2024-07-04,65,51.8,64.9,0.031,12.2,9.1,1012.3,71.4,97.5
2024-07-05,67.5,50.7,55.9,0,13,7.2,1012.2,75.3,88.5
2024-07-06,64.6,48.5,58.1,0.033,14.2,9.1,1007.6,80.3,88.6
2024-07-07,62.2,44.9,54.2,0.001,11.5,6.2,1014.6,72.7,109.8
2024-07-08,67.1,50.9,58,0,6.3,4.1,1015.8,82.4,80.3
2024-07-09,70.4,58,65.3,0.113,11.8,5.3,1012.6,77.3,71.1
2024-07-10,71.3,57.9,64.3,0,11.1,7,1016.1,83,86.1
2024-07-11,69.6,55.2,60.8,0.001,8.4,5.1,1017.4,78,61.6
2024-07-12,62,55.8,80.9,0.635,10.9,7.9,1014.2,96.3,73.2
2024-07-13,62.7,53,72.5,0.001,9.6,4.5,1014.7,82.7,109.9
2024-07-14,65.2,53,67.1,0.015,5.7,3.4,1013.5,53.7,61.7
2024-07-15,69.7,56.6,64.8,0.001,13.7,5.8,1009.7,56.2,74.2
2024-07-16,66.5,54.7,67,0.003,16.6,11,1014.2,78.2,76.8
2024-07-17,69.3,53.7,59.9,0,5.1,3.2,1020.7,54.3,85.1
2024-07-18,74.6,56.4,55.4,0,5.5,3.8,1020.1,69.9,95.4
2024-07-19,80.2,59.5,51.6,0,8,3.8,1016.5,70.8,117
2024-07-20,78.8,60,53.9,0,8.3,5.3,1009.4,56.7,83.3
2024-07-21,72,62.9,74.5,0.079,11,6.9,1010.2,90,93.8
2024-07-22,68.1,56.3,66.6,0,9.8,7.1,1019.3,75.2,106.2
2024-07-23,68.4,59.7,75.1,0.013,11.2,8.2,1020.2,90.9,114.2
2024-07-24,68.4,55.5,65.4,0,6.2,3.8,1021.6,83,100.3
2024-07-25,73.4,57.2,58.4,0.001,9.7,5.5,1014.9,93.9,87.3
2024-07-26,68.9,64,84.7,0.348,5.7,3.2,1012.7,98.7,55.2
2024-07-27,64.3,62.1,92.8,0.447,6.9,3.9,1015.3,97.7,37.8
2024-07-28,66.8,55.4,69,0.006,9.4,5.4,1024,47.2,102.8
2024-07-29,74.6,58.1,58.6,0,7.5,5.9,1019.9,20.1,110.2
2024-07-30,82.6,65.8,58.4,0,5.8,3.2,1014.7,31.2,103.6
2024-07-31,79.2,68.5,71.1,0.124,11.2,4.3,1012.7,89.2,70.6
2024-08-01,77.8,68.5,74,0.237,9.9,5.1,1011.6,75.9,62.5
2024-08-02,73.4,63.9,74.7,0.354,9.3,5.5,1012.9,53,85.2
2024-08-03,68.6,58.2,70.5,0.022,9.6,6.2,1015.2,76.2,63.8
2024-08-04,69.4,55.8,63.8,0,8.6,5.5,1016.2,91.6,89.8
2024-08-05,72.9,56.3,58.7,0,6.7,4.4,1014.5,22.3,80.5
2024-08-06,74,57.5,57.4,0,11.4,6,1011.6,53.7,83.3
2024-08-07,68.6,54.3,62.4,0.007,9.1,6.5,1014.6,85.6,87.8
2024-08-08,72,54.1,54.4,0,8.6,5,1017.5,70.1,79.2
2024-08-09,72.4,61,67.8,0.011,9.7,6.9,1018.2,80.3,59.7
2024-08-10,73.3,58.4,61.6,0,6.4,4.2,1021.5,41,80.6
2024-08-11,78,58.4,52.3,0,10,6.1,1018.4,38,79.3
2024-08-12,82.9,62.9,54.6,0,11.8,7.1,1010.3,14.7,79.7
2024-08-13,74.5,64.6,71.5,0,11.1,5.1,1010.5,91.8,60.5
2024-08-14,74.4,62.7,67.9,0.001,9.2,4.6,1013.2,93.1,82.8
2024-08-15,73.3,58.7,62.4,0,8.6,6.2,1018,63.8,84.6
2024-08-16,71.9,59.9,66.3,0,10.3,6.7,1017.2,73.3,53.4
2024-08-17,68.9,65,87.7,0.918,7.3,4.5,1013.8,99.5,26
2024-08-18,63.6,55.1,75.1,0.018,11.6,8,1015.1,96,61.3
2024-08-19,64.7,53.9,69.6,0.006,5.6,3.6,1018.6,67,88
2024-08-20,64.8,58.5,80.8,0.231,12,6.2,1013.9,62.3,54.9
2024-08-21,62.3,50.7,68,0.001,8.3,5.5,1020.2,62.5,83.8
2024-08-22,66.1,50.9,61.6,0.001,11.3,6.8,1014.3,56.1,80.1
2024-08-23,70,60.5,72.7,0,12.8,9.5,1010.8,81,56.7
2024-08-24,71.9,62.2,73.2,0.06,14.1,9.6,1009,69.5,52.7
2024-08-25,62.6,48.5,62.3,0,7.9,5.9,1022.1,41.5,55.4
2024-08-26,64.9,49.9,60.8,0,7.3,4,1022.8,31.6,77.9
2024-08-27,69.3,52.6,57.6,0,7.1,4.1,1019.5,45.7,76.9
2024-08-28,74.5,57.8,59.5,0,9,4.8,1014.2,34.2,78
2024-08-29,71.4,58.7,64.9,0,10.2,6.7,1017.7,76.2,61.3
2024-08-30,64,57.3,79.9,0.361,9.9,8.4,1019.9,96.4,29.8
2024-08-31,67.1,62,84.3,0.012,9.3,6.8,1018.4,89,57.4
2024-09-01,73.5,65,76.1,0.008,10.2,6,1013.1,67.1,49
2024-09-02,70.2,61.5,75,0.001,8.6,5.5,1013.5,68.4,53.8
2024-09-03,67.6,60.3,78.1,0.013,8.5,5.3,1015.1,97,48.2
2024-09-04,66.5,55.8,69.5,0,8.2,5.4,1016.4,89.6,48.5
2024-09-05,61.3,56.1,83.6,0.985,11.6,6.8,1010.7,96.6,33.1
2024-09-06,63.6,56,78.4,0.008,7.9,4.1,1011,61.5,47.6
2024-09-07,65.5,60.7,84.7,0.027,9.3,4.7,1009.5,94,40.6
2024-09-08,61.8,56.3,82.9,0.336,14.3,9,1009.3,86.2,54.3
2024-09-09,61.2,57.6,88.1,0.069,11.6,8.5,1010.6,98.7,39.1
2024-09-10,59,51.1,75.4,0,13.6,9.3,1015.7,85.8,41.7
2024-09-11,58,48.8,72.7,0.057,15.6,8.2,1011.4,81.7,59.7
2024-09-12,52.7,44.5,74.6,0.22,10.1,6,1016.1,49.4,43.7
2024-09-13,53.1,45.4,75.5,0,12.7,7.3,1025.5,68.8,50.3
2024-09-14,55,44.3,69.4,0,8,4.8,1031.4,44.8,43.5
2024-09-15,56.9,45.3,67.7,0.001,6.6,3.9,1028.5,22.6,48.7
2024-09-16,61.2,52,72.3,0,11.2,6.8,1026.2,91,48.5
2024-09-17,61.9,53.7,75.5,0,15.2,11.6,1025.3,78.1,59.3
2024-09-18,65.5,55.8,72.7,0,12.9,10.3,1021.7,50.4,169.8
2024-09-19,68.1,53.5,61.6,0,13.9,10,1018.5,34.5,52.4
2024-09-20,65.4,54.2,67.8,0.005,9.3,5.8,1017.1,66.9,47.5
2024-09-21,66.3,57.9,75.8,0.041,8.3,5.3,1016.8,82.8,37.5
2024-09-22,64.4,60.4,87.2,0.357,8.6,5.3,1012.9,99.1,27.1
2024-09-23,59.8,56.6,89.7,0.127,11.8,7.5,1008.6,92.5,35.2
2024-09-24,58.8,56.1,90.8,0.162,13.4,9.4,1006.2,97.7,37
2024-09-25,58,56.6,94.9,0.429,13.5,7.3,1003.8,92.7,24.1
2024-09-26,60.4,57.6,90.5,0.242,18.4,12.1,994.4,83.9,22.2
2024-09-27,55.5,50,82.3,0.08,18,12.7,1002.5,82.5,38.1
2024-09-28,51.2,43.1,75.6,0.016,10.7,5.4,1022.3,55.1,62.7
2024-09-29,48.4,44.2,85.7,0,9.2,5.3,1023.3,86.8,61
2024-09-30,58.1,53.9,86.2,0.008,18,12.9,1011.5,96.3,68.8
2024-10-01,57,49.6,77.2,0,12.3,8.6,1010.9,73.8,39.7
2024-10-02,55.6,51.6,86.5,0.012,13.1,9.1,1009.2,88.3,29.1
2024-10-03,53.3,47.1,80,0,12.7,9.7,1016.1,78.9,28.8
2024-10-04,50.7,43.4,77.4,0,8,5.7,1019.7,15.9,27.5
2024-10-05,51.8,43.9,76.9,0,14.6,6.2,1016.2,23.6,25.7
2024-10-06,54.6,52.3,91.8,0.012,10.3,7.8,1004.5,92.6,29.5
2024-10-07,59.7,58.2,95,0.626,9.1,7,1001.3,88,22.5
2024-10-08,59.8,55.7,87.2,0.02,17.2,10.8,999.3,83.3,33.5
